playerID,yearID,stint,teamID,lgID,bats,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,age,PA,avg,allStar,allStarStart,weight,height,Rating
bowala01,1970,1,PHI,NL,B,145,547,50,137,17,6,0,34,24,13,21,48,1,0,6,3,8,25,3.506,0.25,-1,-1,155,70,0.254627594
boyercl02,1970,1,ATL,NL,R,134,475,44,117,14,1,16,62,2,5,41,71,8,1,3,5,11,33,3.185,0.246,-1,-1,165,72,0.182629854
brinked01,1970,1,WS2,AL,R,158,625,63,164,17,2,1,40,8,9,60,41,0,5,1,4,15,29,4.228,0.262,-1,-1,170,72,0.298127853
brocklo01,1970,1,SLN,NL,L,155,664,114,202,29,5,13,57,51,15,60,99,12,1,1,3,10,31,4.469,0.304,-1,-1,170,71,0.253311555
brownol02,1970,1,SDN,NL,R,139,534,79,156,34,1,23,89,5,3,34,78,8,0,3,6,14,26,3.506,0.292,-1,-1,178,74,0.276129877
bufordo01,1970,1,BAL,AL,B,144,504,99,137,15,2,17,66,16,8,109,55,8,8,3,5,1,33,3.784,0.272,-1,-1,160,67,0.364478779
callijo01,1970,1,CHN,NL,L,147,477,65,126,23,2,19,68,7,2,60,63,11,3,0,3,10,31,3.315,0.264,-1,-1,175,70,0.272362515
campabe01,1970,1,OAK,AL,R,147,603,97,168,28,4,22,64,42,10,36,73,1,4,3,4,5,28,3.944,0.279,-1,-1,160,70,0.328192665
campbda01,1970,1,SDN,NL,R,154,581,71,127,28,2,12,40,18,6,40,115,2,1,9,4,7,28,3.833,0.219,-1,-1,180,73,0.138644136
cardejo02,1970,1,SLN,NL,R,148,552,73,162,32,6,10,74,26,9,45,70,0,1,1,0,14,27,3.685,0.293,-1,-1,150,70,0.294385915
cardele01,1970,1,MIN,AL,R,160,588,67,145,34,4,11,65,2,5,42,101,2,4,13,2,11,32,3.889,0.247,-1,-1,160,71,0.168951826
cartyri01,1970,1,ATL,NL,R,136,478,84,175,23,3,25,101,1,2,77,46,6,2,0,3,19,31,3.426,0.366,1,7,200,75,0.480516241
caterda01,1970,1,NYA,AL,R,155,582,64,175,26,5,6,76,4,2,34,44,6,2,1,2,19,30,3.802,0.301,-1,-1,170,72,0.383702752
cepedor01,1970,1,ATL,NL,R,148,567,87,173,33,0,34,111,6,5,47,75,11,9,0,4,15,33,3.79,0.305,-1,-1,210,74,0.336855719
clarkho01,1970,1,NYA,AL,B,158,686,81,172,24,2,4,46,23,7,35,35,5,2,2,7,12,30,4.451,0.251,-1,-1,175,69,0.479575546
colbena01,1970,1,SDN,NL,R,156,572,84,148,17,6,38,86,3,5,56,150,8,4,1,3,11,24,3.877,0.259,-1,-1,205,74,0.145429469
conigto01,1970,1,BOS,AL,R,146,560,89,149,20,1,36,116,4,2,43,93,4,8,0,6,11,25,3.722,0.266,-1,-1,185,75,0.266612285
daviswi02,1970,1,LAN,NL,L,146,593,92,181,23,16,8,93,38,14,29,54,2,1,8,6,6,30,3.84,0.305,-1,-1,180,74,0.466130704
dietzdi01,1970,1,SFN,NL,R,148,493,82,148,36,2,22,107,0,1,109,106,10,3,2,5,16,29,3.716,0.3,1,0,195,73,0.219009929
edwarjo01,1970,1,HOU,NL,L,140,458,46,101,16,4,7,49,1,0,51,63,16,1,3,2,9,32,3.142,0.221,-1,-1,220,76,0.182134229
epstemi01,1970,1,WS2,AL,L,140,430,55,110,15,3,20,56,2,3,73,117,6,9,0,6,7,27,3.105,0.256,-1,-1,230,75,0.120385489
fostero01,1970,1,CLE,AL,R,139,477,66,128,26,0,23,60,3,3,54,75,4,12,1,1,15,25,3.278,0.268,-1,-1,185,72,0.221339804
fregoji01,1970,1,CAL,AL,R,158,601,95,167,33,5,22,82,0,2,69,92,3,3,2,4,7,28,4.136,0.278,1,0,190,73,0.240169048
gastoci01,1970,1,SDN,NL,R,146,584,92,186,26,9,29,93,4,1,41,142,2,2,0,2,16,26,3.858,0.318,1,0,190,75,0.166121214
grababi01,1970,1,LAN,NL,R,156,529,92,153,20,8,17,84,19,9,95,149,8,6,3,7,8,24,3.852,0.289,1,0,165,70,0.150174091
haguejo01,1970,1,SLN,NL,L,139,451,58,122,16,4,14,68,2,1,63,87,3,1,4,5,12,26,3.173,0.271,-1,-1,195,72,0.173687695
harpeto01,1970,1,ML4,AL,R,154,604,104,179,35,4,31,82,38,16,77,107,5,4,3,4,8,30,4.204,0.296,1,0,165,69,0.256122642
harrebu01,1970,1,NYN,NL,B,157,564,72,137,18,8,1,42,23,4,95,74,4,3,12,8,9,26,4.068,0.243,1,0,160,71,0.206681945
heganmi01,1970,1,ML4,AL,L,148,476,70,116,21,2,11,52,9,7,67,116,3,1,8,4,9,28,3.352,0.244,-1,-1,188,73,0.132652397
helmsto01,1970,1,CIN,NL,R,150,575,42,136,21,1,1,45,2,2,21,33,4,0,5,4,18,29,3.679,0.237,-1,-1,165,70,0.316715634
hendeke01,1970,1,SFN,NL,B,148,554,104,163,35,3,17,88,20,3,87,78,9,5,1,2,14,24,3.957,0.294,-1,-1,180,74,0.319111165
hickmji02,1970,1,CHN,NL,R,149,514,102,162,33,4,32,115,0,1,93,99,8,1,2,3,10,33,3.747,0.315,1,0,192,75,0.269312368
howarfr01,1970,1,WS2,AL,R,161,566,90,160,15,1,44,126,1,2,132,125,29,2,0,6,23,34,4.309,0.283,1,7,255,79,0.206566848
javieju01,1970,1,SLN,NL,R,139,513,62,129,16,3,2,42,6,4,24,70,6,1,9,4,14,34,3.315,0.251,-1,-1,175,73,0.174603109
johnsal01,1970,1,CAL,AL,R,156,614,85,202,26,6,14,86,17,2,35,68,9,7,0,3,25,28,4.006,0.329,1,0,205,72,0.320896158
johnsda02,1970,1,BAL,AL,R,149,530,68,149,27,1,10,53,2,1,66,68,8,0,3,1,11,27,3.679,0.281,1,4,170,73,0.220862349
johnsde01,1970,1,PHI,NL,R,159,574,66,147,28,3,27,93,0,0,72,132,7,0,2,2,13,32,3.988,0.256,-1,-1,200,74,0.153265794
jonescl01,1970,1,NYN,NL,R,134,506,71,140,25,8,10,63,12,3,57,87,2,5,0,6,26,28,3.475,0.277,-1,-1,185,72,0.202593722
kalinal01,1970,1,DET,AL,R,131,467,64,130,24,4,16,71,2,2,77,49,5,1,3,7,20,36,3.358,0.278,-1,-1,175,73,0.3445057
kellypa01,1970,1,KCA,AL,L,136,452,56,106,16,1,6,38,34,16,76,105,3,2,0,1,6,26,3.259,0.235,-1,-1,185,73,0.134125206
kessido01,1970,1,CHN,NL,B,154,631,100,168,21,14,1,39,12,6,66,59,6,2,10,2,12,28,4.302,0.266,1,6,170,73,0.295565891
killeha01,1970,1,MIN,AL,R,157,527,96,143,20,1,41,113,0,3,128,84,23,2,0,8,28,34,4.043,0.271,1,5,195,72,0.300726343
kubiate01,1970,1,ML4,AL,B,158,540,63,136,9,6,4,41,4,9,72,51,16,0,13,0,18,28,3.778,0.252,-1,-1,175,72,0.232349548
leoned01,1970,1,CLE,AL,R,152,549,58,136,20,4,10,56,1,2,47,89,2,2,23,3,11,24,3.679,0.248,-1,-1,170,72,0.156158599
mayca01,1970,1,CHA,AL,L,150,555,83,158,28,4,12,68,12,5,79,96,9,3,0,6,25,22,3.914,0.285,-1,-1,200,71,0.201068498
mayle01,1970,1,CIN,NL,R,153,605,78,153,34,2,34,94,1,1,38,125,5,2,0,4,19,27,3.969,0.253,-1,-1,195,75,0.181215601
mayswi01,1970,1,SFN,NL,R,139,478,94,139,15,2,28,83,5,0,79,90,3,3,0,6,7,39,3.438,0.291,1,8,170,70,0.235172817
mcauldi01,1970,1,DET,AL,L,146,530,73,124,21,1,12,50,5,6,101,62,7,3,3,2,1,31,3.895,0.234,-1,-1,176,71,0.243667483
mccovwi01,1970,1,SFN,NL,L,152,495,98,143,39,2,39,126,0,0,137,75,40,3,0,3,13,32,3.901,0.289,1,0,198,76,0.377809071
meltobi01,1970,1,CHA,AL,R,141,514,74,135,15,1,33,96,2,4,56,107,2,9,1,9,7,25,3.519,0.263,-1,-1,200,74,0.192562808
menkede01,1970,1,HOU,NL,R,154,562,82,171,26,6,13,92,6,5,82,80,10,5,7,9,8,30,3.975,0.304,1,0,185,72,0.262256528
millafe01,1970,1,ATL,NL,R,142,590,100,183,25,5,2,37,16,5,35,23,2,5,9,3,15,27,3.858,0.31,0,0,172,71,0.750271434
minchdo01,1970,1,OAK,AL,L,140,463,62,114,18,0,27,74,5,4,56,71,11,3,4,7,9,32,3.204,0.246,-1,-1,205,75,0.244273298
morgajo02,1970,1,HOU,NL,L,144,548,102,147,28,9,8,52,42,13,102,55,3,1,5,2,11,27,4.012,0.268,1,0,160,67,0.408492819
munsoth01,1970,1,NYA,AL,R,132,453,59,137,25,4,6,53,5,7,57,56,6,7,5,4,13,23,3.148,0.302,-1,-1,190,71,0.253259048
murcebo01,1970,1,NYA,AL,L,159,581,95,146,23,3,23,78,15,10,87,100,5,2,4,6,7,24,4.123,0.251,-1,-1,160,71,0.220930382
nettlgr01,1970,1,CLE,AL,L,157,549,81,129,13,1,26,62,3,1,81,77,3,3,0,0,12,26,3.889,0.235,-1,-1,180,72,0.225225712
northji01,1970,1,DET,AL,L,139,504,71,132,21,3,24,80,3,6,58,68,6,7,2,5,12,31,3.469,0.262,-1,-1,190,75,0.276982784
olivato01,1970,1,MIN,AL,L,157,628,96,204,36,7,23,107,5,4,38,67,12,3,1,4,16,32,4.111,0.325,1,0,175,73,0.38127469
oliveal01,1970,1,PIT,NL,L,151,551,63,149,33,5,12,83,1,1,35,35,8,14,2,7,10,24,3.617,0.27,-1,-1,195,72,0.524856272
olivebo01,1970,1,KCA,AL,R,160,612,83,159,24,6,27,99,3,3,42,126,4,3,2,3,15,27,4.037,0.26,-1,-1,205,75,0.1790435
otisam01,1970,1,KCA,AL,R,159,620,91,176,36,9,11,58,33,2,68,67,3,1,6,5,8,23,4.247,0.284,1,0,165,71,0.331182569
parkewe01,1970,1,LAN,NL,B,161,614,84,196,47,4,10,111,8,2,79,70,18,0,4,8,14,31,4.278,0.319,-1,-1,180,73,0.351623372
perezto01,1970,1,CIN,NL,R,158,587,107,186,28,6,40,129,8,3,83,134,13,4,0,7,15,28,4.136,0.317,1,5,175,74,0.221208813
petrori01,1970,1,BOS,AL,R,157,583,82,152,31,3,29,103,1,1,67,82,6,2,2,10,16,27,4.012,0.261,-1,-1,175,72,0.283066107
pinielo01,1970,1,KCA,AL,R,144,542,54,163,24,5,11,88,3,6,35,42,6,2,2,5,15,27,3.562,0.301,-1,-1,182,72,0.410842974
pinsova01,1970,1,CLE,AL,L,148,574,74,164,28,6,24,82,7,6,28,69,7,3,0,6,12,32,3.716,0.286,-1,-1,170,71,0.298642931
powelbo01,1970,1,BAL,AL,L,154,526,82,156,28,0,35,114,1,1,104,80,18,5,0,8,14,29,3.889,0.297,1,3,230,76,0.302988794
raderdo02,1970,1,HOU,NL,R,156,576,90,145,25,3,25,87,3,2,57,102,7,4,4,3,23,26,3.907,0.252,-1,-1,208,74,0.212947525
reeseri01,1970,1,MIN,AL,L,153,501,63,131,15,5,10,56,5,4,48,70,5,7,4,4,7,29,3.389,0.261,-1,-1,185,75,0.205213295
robinbr01,1970,1,BAL,AL,R,158,608,84,168,31,4,18,94,1,1,53,53,5,4,1,7,18,33,4.08,0.276,1,0,180,73,0.408108707
robinfr02,1970,1,BAL,AL,R,132,471,88,144,24,1,25,78,2,1,69,70,9,7,0,6,13,35,3.333,0.306,1,9,183,73,0.290412311
rodriau01,1970,2,WS2,AL,R,142,547,64,135,31,5,19,76,15,5,37,81,5,7,0,5,17,23,3.605,0.247,-1,-1,180,70,0.241708643
rosepe01,1970,1,CIN,NL,B,159,649,120,205,37,9,15,52,12,7,73,64,10,2,0,4,7,29,4.457,0.316,1,0,192,71,0.356938416
sanguma01,1970,1,PIT,NL,R,128,486,63,158,19,9,7,61,2,3,17,45,9,0,1,6,15,26,3.105,0.325,-1,-1,193,72,0.333838601
santoro01,1970,1,CHN,NL,R,154,555,83,148,30,4,26,114,2,0,92,108,6,1,1,6,17,30,3.994,0.267,-1,-1,190,72,0.223548046
scottge02,1970,1,BOS,AL,R,127,480,50,142,24,5,16,63,4,11,44,95,5,2,0,4,13,26,3.235,0.296,-1,-1,200,74,0.159085868
smithre06,1970,1,BOS,AL,B,147,580,109,176,32,7,22,74,10,7,51,60,1,4,0,5,13,25,3.895,0.303,-1,-1,180,72,0.394682276
spencji01,1970,1,CAL,AL,L,146,511,61,140,20,4,12,68,0,2,28,61,6,0,6,5,9,23,3.327,0.274,-1,-1,195,74,0.252302814
stanlmi01,1970,1,DET,AL,R,142,568,83,143,21,11,13,47,10,1,45,56,1,0,7,3,19,28,3.784,0.252,-1,-1,185,73,0.308050749
stargwi01,1970,1,PIT,NL,L,136,474,70,125,18,3,31,85,0,1,44,119,11,5,0,6,14,30,3.198,0.264,-1,-1,188,74,0.162190086
staubru01,1970,1,MON,NL,L,160,569,98,156,23,7,30,94,12,11,112,93,11,3,11,4,7,26,4.204,0.274,1,0,190,74,0.264617694
tolanbo01,1970,1,CIN,NL,L,152,589,112,186,34,6,16,80,57,20,62,94,3,8,9,7,9,25,4.019,0.316,-1,-1,170,71,0.302460804
torrejo01,1970,1,SLN,NL,R,161,624,89,203,27,9,21,100,2,2,70,91,10,7,0,3,23,30,4.284,0.325,1,0,212,74,0.254112742
tovarce01,1970,1,MIN,AL,R,161,650,120,195,36,13,10,54,30,15,52,47,5,8,10,6,9,30,4.333,0.3,-1,-1,155,69,0.521675442
uhlaete01,1970,1,CLE,AL,L,141,473,56,127,21,2,11,46,3,6,39,44,3,1,3,8,6,31,3.16,0.268,-1,-1,190,74,0.294744733
whitero01,1970,1,NYA,AL,B,162,609,109,180,30,6,22,94,24,10,95,66,11,0,1,7,13,27,4.346,0.296,0,0,160,70,0.40253082
willibi01,1970,1,CHN,NL,L,161,636,137,205,34,4,42,129,7,1,72,65,9,2,0,4,13,32,4.37,0.322,-1,-1,175,73,0.506179689
willsma01,1970,1,LAN,NL,B,132,522,77,141,19,3,0,34,28,13,50,34,2,0,5,1,10,38,3.531,0.27,-1,-1,170,71,0.44169457
winebo01,1970,1,MON,NL,R,159,501,40,116,21,3,3,51,0,1,39,94,5,1,10,3,10,32,3.333,0.232,-1,-1,187,73,0.11712634
wynnji01,1970,1,HOU,NL,R,157,554,82,156,32,2,27,88,24,5,106,96,12,1,0,7,16,28,4.074,0.282,-1,-1,160,70,0.247626062
yastrca01,1970,1,BOS,AL,L,161,566,125,186,29,0,40,102,23,13,128,66,12,1,0,2,12,31,4.284,0.329,1,8,175,71,0.450548779
aaronha01,1971,1,ATL,NL,R,139,495,95,162,22,3,47,118,1,1,71,58,21,2,0,5,9,37,3.494,0.327,1,9,180,72,0.607756675
allendi01,1971,1,LAN,NL,R,155,549,82,162,24,1,23,90,8,1,93,113,13,1,1,5,23,29,3.963,0.295,-1,-1,187,71,0.248721532
alomasa01,1971,1,CAL,AL,B,162,689,77,179,24,3,4,42,39,10,41,60,4,0,7,2,7,28,4.506,0.26,-1,-1,140,69,0.388331851
alouma01,1971,1,SLN,NL,L,149,609,85,192,28,6,7,74,19,10,34,27,3,4,6,7,9,33,3.969,0.315,-1,-1,160,69,1
aparilu01,1971,1,BOS,AL,R,125,491,56,114,23,0,4,45,6,4,35,43,0,2,9,4,7,37,3.247,0.232,1,6,160,69,0.384311193
bailebo01,1971,1,MON,NL,R,157,545,65,137,21,4,14,83,13,7,97,105,8,0,3,9,19,29,3.963,0.251,-1,-1,180,73,0.234790663
bandosa01,1971,1,OAK,AL,R,153,538,75,146,23,1,24,94,3,7,86,55,11,8,6,5,14,27,3.852,0.271,-1,-1,195,72,0.493048977
batemjo01,1971,1,MON,NL,R,139,492,34,119,17,3,10,56,1,0,19,87,3,4,6,5,27,31,3.154,0.242,-1,-1,210,75,0.171565226
beckegl01,1971,1,CHN,NL,R,131,530,80,181,18,5,2,42,3,2,24,24,0,0,12,4,16,31,3.42,0.342,1,4,190,73,0.771195541
belanma01,1971,1,BAL,AL,R,150,500,67,133,19,4,0,35,10,8,73,48,6,7,6,4,9,27,3.537,0.266,-1,-1,170,73,0.346930784
benchjo01,1971,1,CIN,NL,R,149,562,80,134,19,2,27,61,2,1,49,83,7,0,0,2,20,24,3.772,0.238,1,2,197,73,0.283655709
blairpa01,1971,1,BAL,AL,R,141,516,75,135,24,8,10,44,14,11,32,94,2,1,6,0,8,27,3.383,0.262,-1,-1,168,72,0.229538393
bondsbo01,1971,1,SFN,NL,R,155,619,110,178,32,4,33,102,26,8,62,137,6,5,0,5,10,25,4.204,0.288,1,0,190,73,0.276134367
bowala01,1971,1,PHI,NL,B,159,650,74,162,18,5,0,25,28,11,36,61,2,5,4,1,4,26,4.235,0.249,-1,-1,155,70,0.303233503
brinked01,1971,1,DET,AL,R,159,527,40,120,18,2,1,37,1,4,44,54,7,7,6,5,14,30,3.525,0.228,-1,-1,170,72,0.226222557
brocklo01,1971,1,SLN,NL,L,157,640,126,200,37,7,7,61,64,19,76,107,5,1,1,2,5,32,4.42,0.312,1,0,170,71,0.34783
brownol02,1971,1,SDN,NL,R,145,484,36,132,16,0,9,55,3,3,52,74,5,3,1,2,10,27,3.309,0.273,-1,-1,178,74,0.198429323
bufordo01,1971,1,BAL,AL,B,122,449,99,130,19,4,19,54,15,7,89,62,15,7,2,2,2,34,3.321,0.29,1,0,160,67,0.417563337
campabe01,1971,1,OAK,AL,R,134,569,80,143,18,4,5,47,34,7,29,64,1,2,3,6,7,29,3.691,0.251,-1,-1,160,70,0.362120195
cardele01,1971,1,MIN,AL,R,153,554,59,146,25,4,18,75,3,3,51,69,5,1,7,11,16,33,3.735,0.264,0,0,160,71,0.32876595
carewro01,1971,1,MIN,AL,L,147,577,88,177,16,10,2,48,6,7,45,81,1,1,6,3,23,26,3.84,0.307,1,4,170,72,0.258846864
cashda01,1971,1,PIT,NL,R,123,478,79,138,17,4,2,34,13,5,46,33,0,0,5,3,10,23,3.235,0.289,-1,-1,170,71,0.556941137
cashno01,1971,1,DET,AL,L,135,452,72,128,10,3,32,91,1,0,59,86,7,7,1,4,5,37,3.154,0.283,1,3,185,72,0.299592494
cedence01,1971,1,HOU,NL,R,161,611,85,161,40,6,10,81,20,9,25,102,5,3,3,7,9,20,3.926,0.264,-1,-1,175,74,0.292404559
clarkho01,1971,1,NYA,AL,B,159,625,76,156,23,7,2,41,17,7,64,43,2,2,4,1,14,31,4.253,0.25,-1,-1,175,69,0.475979914
clemero01,1971,1,PIT,NL,R,132,522,82,178,29,8,13,86,1,2,26,65,5,0,1,4,19,37,3.383,0.341,1,0,175,71,0.41543386
colbena01,1971,1,SDN,NL,R,156,565,81,149,25,3,27,84,5,2,63,119,6,4,2,5,17,25,3.877,0.264,1,0,205,74,0.233045251
daviswi02,1971,1,LAN,NL,L,158,641,84,198,33,10,10,74,20,8,23,47,3,0,3,5,17,31,4.099,0.309,1,0,180,74,0.605884861
dietzdi01,1971,1,SFN,NL,R,142,453,58,114,19,0,19,72,1,3,97,86,8,4,2,2,8,30,3.395,0.252,-1,-1,195,73,0.242287376
fairlro01,1971,1,MON,NL,L,146,447,58,115,23,0,13,71,1,3,81,65,10,5,3,6,7,33,3.259,0.257,-1,-1,175,70,0.314892278
fossera01,1971,1,CLE,AL,R,133,486,53,134,21,1,12,62,4,1,36,62,6,4,0,3,15,24,3.222,0.276,0,0,215,74,0.304353217
freehbi01,1971,1,DET,AL,R,148,516,57,143,26,4,21,71,2,7,54,48,9,9,3,4,13,30,3.519,0.277,1,2,203,75,0.464939984
fuentti01,1971,1,SFN,NL,B,152,630,63,172,28,6,4,52,12,2,18,46,2,6,16,2,15,27,4,0.273,-1,-1,175,71,0.442322984
garrra01,1971,1,ATL,NL,L,154,639,101,219,24,6,9,44,30,14,30,68,1,2,18,4,7,26,4.13,0.343,-1,-1,185,71,0.388057267
gastoci01,1971,1,SDN,NL,R,141,518,57,118,13,9,17,61,1,0,24,121,1,2,2,1,10,27,3.346,0.228,-1,-1,190,75,0.16098796
greendi01,1971,1,OAK,AL,R,144,475,58,116,14,1,12,49,1,1,51,83,14,3,6,3,14,30,3.247,0.244,-1,-1,180,70,0.200602039
griffdo01,1971,1,BOS,AL,R,125,483,51,118,23,2,3,27,11,5,31,45,3,2,7,3,12,24,3.173,0.244,-1,-1,160,72,0.320755078
harpeto01,1971,1,ML4,AL,R,152,585,79,151,26,3,14,52,25,3,65,92,4,1,1,1,3,31,4.012,0.258,-1,-1,165,69,0.266638813
harrebu01,1971,1,NYN,NL,B,142,547,55,138,16,6,0,32,28,7,53,59,0,2,13,3,6,27,3.704,0.252,1,6,160,71,0.286392802
helmsto01,1971,1,CIN,NL,R,150,547,40,141,26,1,3,52,3,4,26,33,5,1,7,7,17,30,3.537,0.258,-1,-1,165,70,0.46729051
hendeke01,1971,1,SFN,NL,B,141,504,80,133,26,6,15,65,18,3,84,76,12,3,3,4,9,25,3.63,0.264,-1,-1,180,74,0.340601658
hernaen01,1971,1,SDN,NL,R,143,549,58,122,9,3,0,12,21,5,54,34,1,3,12,0,6,22,3.722,0.222,-1,-1,155,68,0.373756523
howarfr01,1971,1,WS2,AL,R,153,549,60,153,25,2,26,83,1,0,77,121,20,2,0,5,29,35,3.864,0.279,1,0,255,79,0.200720123
huntro01,1971,1,MON,NL,R,152,520,89,145,20,3,5,38,5,7,58,41,1,50,8,2,1,30,3.568,0.279,-1,-1,186,72,0.48126934
jacksre01,1971,1,OAK,AL,L,150,567,87,157,29,3,32,80,16,10,63,161,5,6,0,6,7,25,3.889,0.277,1,0,195,72,0.189083344
jacksso01,1971,1,ATL,NL,L,149,547,58,141,20,5,2,25,7,6,35,45,1,1,7,3,8,27,3.593,0.258,-1,-1,150,69,0.320793379
johnsda02,1971,1,BAL,AL,R,142,510,67,144,26,1,18,72,3,1,51,55,5,5,4,4,15,28,3.463,0.282,-1,-1,170,73,0.419207242
johnsde01,1971,1,PHI,NL,R,158,582,74,154,29,0,34,95,0,1,72,146,8,2,2,2,18,33,4.037,0.265,-1,-1,200,74,0.195851248
jonescl01,1971,1,NYN,NL,R,136,505,63,161,24,6,14,69,6,5,53,87,6,2,3,5,9,29,3.444,0.319,-1,-1,185,72,0.257993109
kessido01,1971,1,CHN,NL,B,155,617,77,159,18,6,2,38,15,8,52,54,6,3,14,1,11,29,4.13,0.258,1,0,170,73,0.356241023
killeha01,1971,1,MIN,AL,R,147,500,61,127,19,1,28,119,3,2,114,96,14,0,0,10,21,35,3.79,0.254,1,0,195,72,0.296560598
mayca01,1971,1,CHA,AL,L,141,500,64,147,21,7,7,70,16,7,62,61,5,6,1,5,16,23,3.469,0.294,-1,-1,200,71,0.373961549
mayda01,1971,1,ML4,AL,L,144,501,74,139,20,3,16,65,15,9,50,59,4,3,3,5,18,28,3.401,0.277,-1,-1,186,70,0.403295701
mayle01,1971,1,CIN,NL,R,147,553,85,154,17,3,39,98,3,0,42,135,2,4,0,3,13,28,3.673,0.278,1,0,195,75,0.223676447
mayswi01,1971,1,SFN,NL,R,136,417,82,113,24,5,18,61,23,3,112,123,11,3,1,4,8,40,3.265,0.271,1,8,170,70,0.213462761
mcauldi01,1971,1,DET,AL,L,128,477,67,99,16,6,18,57,4,1,53,67,4,5,1,1,8,32,3.272,0.208,-1,-1,176,71,0.309077416
mccarti01,1971,1,PHI,NL,L,134,474,51,132,20,5,8,46,5,3,43,26,7,1,3,4,11,30,3.191,0.278,-1,-1,183,72,0.640544422
mcmulke01,1971,1,CAL,AL,R,160,593,63,148,19,2,21,68,1,1,53,74,10,3,4,4,18,29,3.988,0.25,-1,-1,190,75,0.289892177
meltobi01,1971,1,CHA,AL,R,150,543,72,146,18,2,33,86,3,3,61,87,5,11,1,5,8,26,3.728,0.269,0,0,200,74,0.303204413
menkede01,1971,1,HOU,NL,R,146,475,57,117,26,3,1,43,4,5,59,68,4,2,5,6,14,31,3.296,0.246,-1,-1,185,72,0.24304566
metzgro01,1971,1,HOU,NL,B,150,562,64,132,14,11,0,26,15,6,44,50,4,4,5,2,5,24,3.741,0.235,-1,-1,165,72,0.320666165
michage01,1971,1,NYA,AL,B,139,456,36,102,15,0,3,35,3,3,48,64,8,3,3,4,17,33,3.111,0.224,-1,-1,183,74,0.177402366
millafe01,1971,1,ATL,NL,R,143,577,65,167,20,8,2,45,11,7,37,22,7,3,11,7,12,28,3.79,0.289,1,0,172,71,0.846603578
montawi01,1971,1,PHI,NL,L,158,599,78,153,27,6,30,99,4,7,67,105,14,3,1,13,18,23,4.111,0.255,-1,-1,170,72,0.286384555
morgajo02,1971,1,HOU,NL,L,160,583,87,149,27,11,13,56,40,8,88,52,2,1,10,7,4,28,4.142,0.256,-1,-1,160,67,0.554603758
munsoth01,1971,1,NYA,AL,R,125,451,71,113,15,4,10,42,6,5,52,65,1,7,4,3,10,24,3.105,0.251,1,0,190,71,0.28078875
murcebo01,1971,1,NYA,AL,L,146,529,94,175,25,6,25,94,14,8,91,60,13,0,1,3,9,25,3.827,0.331,1,8,160,71,0.530054716
nettlgr01,1971,1,CLE,AL,L,158,598,78,156,18,1,28,86,7,4,82,56,6,3,1,6,15,27,4.198,0.261,-1,-1,180,72,0.47982574
northji01,1971,1,DET,AL,L,136,459,72,124,27,2,16,71,7,4,60,43,9,2,0,3,14,32,3.204,0.27,-1,-1,190,75,0.55906525
olivato01,1971,1,MIN,AL,L,126,487,73,164,30,3,22,81,4,1,25,44,8,2,0,4,21,33,3.16,0.337,0,0,175,73,0.596910111
oliveal01,1971,1,PIT,NL,L,143,529,69,149,31,7,14,64,4,3,27,72,2,5,2,10,14,25,3.432,0.282,-1,-1,195,72,0.323647493
otisam01,1971,1,KCA,AL,R,147,555,80,167,26,4,15,79,52,8,40,74,2,2,2,8,18,24,3.673,0.301,1,0,165,71,0.426396871
parkewe01,1971,1,LAN,NL,B,157,533,69,146,24,1,6,62,6,1,63,63,5,1,4,8,13,32,3.679,0.274,-1,-1,180,73,0.328830352
patekfr01,1971,1,KCA,AL,R,147,591,86,158,21,11,6,36,49,14,44,80,3,5,7,1,6,27,3.92,0.267,-1,-1,148,65,0.322037309
perezto01,1971,1,CIN,NL,R,158,609,72,164,22,3,25,91,4,1,51,120,5,1,0,3,13,29,4.074,0.269,-1,-1,175,74,0.222900964
petrori01,1971,1,BOS,AL,R,158,553,82,139,24,4,28,89,2,0,91,108,5,2,6,9,20,28,3.975,0.251,-1,-1,175,72,0.261326175
pinsova01,1971,1,CLE,AL,L,146,566,60,149,23,4,11,35,25,6,21,58,0,6,3,3,9,33,3.623,0.263,-1,-1,170,71,0.335928483
raderdo02,1971,1,HOU,NL,R,135,484,51,118,21,4,12,56,5,1,40,112,2,3,2,5,10,27,3.235,0.244,-1,-1,208,74,0.164049264
reichri01,1971,1,CHA,AL,R,138,496,53,138,14,2,19,62,5,10,37,90,0,6,3,2,12,28,3.29,0.278,-1,-1,210,75,0.212404076
retteme01,1971,1,BAL,AL,R,141,491,81,156,23,4,11,75,15,6,87,60,2,4,4,3,13,28,3.568,0.318,-1,-1,190,70,0.429487723
roberbo01,1971,1,PIT,NL,R,131,469,65,127,18,2,26,72,1,2,60,101,8,4,0,3,7,25,3.265,0.271,-1,-1,195,73,0.224611013
robinbr01,1971,1,BAL,AL,R,156,589,67,160,21,1,20,92,0,0,63,50,8,3,1,7,15,34,4.025,0.272,1,5,180,73,0.495574311
robinfr02,1971,1,BAL,AL,R,133,455,82,128,16,2,28,99,3,0,72,62,11,9,1,8,21,36,3.253,0.281,1,9,183,73,0.457258561
rodriau01,1971,1,DET,AL,R,154,604,68,153,30,7,15,39,4,6,27,93,6,3,3,2,14,24,3.895,0.253,-1,-1,180,70,0.216109396
